mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
-96.26156057,131.9269529,-26.33004057,35.99042507,-22.81341146,14.49750009,-11.84137317,11.80529169,-21.22245566,11.53706556,-12.92712092,7.18218777,-13.94321935,2.952952109,-5.02721053,1.533585212,-4.391206118,2.542385394,-5.369873223,-5.968141909,country
-111.6745493,82.2555152,13.06912993,31.94066877,23.6938627,-0.526065584,12.02927598,3.654295367,-5.741985629,3.333015472,1.422775076,0.776593419,0.563159284,-1.137108364,-1.751923126,0.557779372,-2.319910358,-4.607291782,-0.62022152,-4.949401131,country
-122.4245554,111.4745546,-13.6958874,53.83732489,-2.673496373,19.68251261,-14.13444356,13.75085269,-14.01328645,14.62848553,-13.98853537,9.222936626,-10.55717329,3.002370069,-8.320477994,5.072613959,-9.64346578,4.323951462,-5.679803048,-1.667235232,country
-328.7933868,167.0600462,13.04733006,28.79798295,11.27405423,14.42305316,11.70788768,7.79163994,-11.72775625,2.38435401,-8.344595791,-3.851944205,-6.724863535,-5.768261539,-8.259209244,-4.546732545,-1.05661841,-4.606398119,-2.864336354,-2.235802762,country
-169.1715065,132.806257,-13.48065255,31.18844766,6.337260046,-3.762483244,-2.053186967,-3.61568118,-4.558477003,1.28494765,-6.982319645,-7.254023327,-1.39091292,-9.51263609,-5.416463806,-1.900619289,-7.16594769,-1.42878112,0.159505557,-4.110528671,country
-104.3450464,136.390769,-20.94536935,52.85628186,2.041172617,20.44210264,-11.60935287,17.66000466,-15.73208731,11.04851609,-11.32408262,3.667656312,-6.495045015,0.037380829,-2.035180357,2.197092417,-7.109390745,1.849674193,1.675597829,-1.492038674,country
-165.4868035,117.8841093,-33.60979019,42.62024682,-1.385153436,3.833842737,7.173128546,-7.169502893,-1.631426197,0.872483899,-12.51631045,2.895231305,-12.36821101,-1.320187728,-6.638751767,-8.866574459,-5.108935043,-8.076595277,-4.263468617,-0.156531727,country
-82.93657908,122.5258141,-16.65838036,40.01355846,-15.0022394,21.66689299,-18.25397675,18.36189929,-17.9809736,16.98590589,-16.04422146,8.531327234,-8.701001247,10.76732545,-4.62541265,7.234263811,-7.60637647,5.304495258,-5.511180396,-0.178648879,country
-174.9879986,115.7112716,5.110600408,58.16138146,-3.327260548,29.66304543,-10.02709609,19.65496161,-16.30325822,13.74298662,-8.814775245,7.226681739,-8.889652894,4.752211266,-11.49012859,0.911014445,-8.152213897,1.186895662,-7.981294455,-5.650380847,country
-102.8819447,85.31352568,-4.333601144,30.57973475,3.009690042,-1.954195641,4.458074838,3.434655689,-4.244785029,-1.769010414,-3.975461939,-1.366757785,-3.771225761,-5.180278689,-2.890766715,-0.262922819,-7.41508175,-4.092857331,-3.44980391,-10.11263402,country
-148.9801951,107.2398291,11.18830927,26.70369841,11.41090744,-3.809713672,14.02821623,-5.888115035,-11.04762754,2.81349942,-8.444209354,3.191676574,-0.7702721,-12.4062604,-6.28754134,-3.297474377,-8.165579646,-6.584097135,-3.678854266,-2.969561368,country
-237.9708661,97.70956453,6.527463657,45.98203992,2.156641653,16.22446751,8.818388256,7.763973321,-0.592246144,4.481398868,0.138785843,3.022154269,-1.66244585,-5.420327636,-2.82842202,-3.053765719,-0.498208833,-0.107862765,-3.856137819,-2.652332776,country
-99.29739433,117.5609303,-29.87697752,40.83829566,-15.25612445,27.97773692,-11.95499744,13.32409744,-11.37002053,10.53617579,-8.74501681,8.410167479,-6.846654198,0.434208394,-5.308397685,1.643460028,-7.356873969,0.516016957,-1.461593662,-5.921085101,country
-120.6900033,79.3258496,5.460901487,34.81259266,16.55055105,13.15281561,6.240971891,9.985294167,-1.983872682,6.7656385,-6.290936273,0.275184494,-6.70404254,1.640325222,-1.748724975,-0.670744354,-4.83920714,-0.279194018,-5.387186817,-1.933962276,country
-126.8666146,103.5042337,-31.89562672,58.71985387,-1.962230104,-3.124736475,-2.934478949,0.365945797,-3.02911862,-0.832061927,5.59194075,-10.14417732,0.732738198,-1.623948076,-10.05024225,-5.208335943,-9.043372702,-4.728585848,-1.037696466,-2.846361516,country
-148.4047043,126.861903,-19.54149154,52.83066929,8.582835665,17.89260549,-8.066345195,17.78205496,-15.49439375,13.50799082,-10.95257804,9.471370067,-1.924629724,1.864117512,-2.665216271,3.379755588,-3.516714357,2.10661279,2.094840956,-0.097565543,country
-213.5674688,117.2285439,-21.87037165,45.65529031,-10.28088598,5.058770048,-11.91326583,5.56649182,-17.81174373,0.187040183,-14.16327991,-1.150014888,-10.30549954,-4.04972625,-6.637211808,-5.421158751,-9.715488468,-3.204672239,-4.448882948,-9.15421533,country
-205.1232863,140.9943856,-8.959961122,36.98419395,6.420731303,14.87510028,-4.322671863,12.23684063,-11.43423742,11.8554914,-7.906109042,9.917305374,-2.352033713,4.481438949,-5.014470961,3.140504465,-4.527332099,2.654260644,-3.122375612,-10.71090014,country
-178.4871648,130.1282504,12.09901301,47.03860948,2.630086153,24.08261799,-4.616106251,22.76662877,-10.93279976,13.53155505,-6.800690295,8.70771182,-6.091663462,4.074796568,-5.149122801,7.855296331,-5.253409179,3.959158757,-3.136422529,-4.385823087,country
-84.71008454,100.9812768,-16.01426127,51.75691098,-17.07563496,22.5730144,-20.29255106,18.91194864,-19.48766729,15.32362923,-17.73847824,8.579046363,-14.99724418,6.435431278,-10.27309148,3.287024111,-9.54609311,4.05011674,-5.592494515,-0.705731552,country
-183.9330245,159.8064433,-23.15883759,43.04224459,-9.447458464,8.819706312,-1.63582263,4.33658293,-13.35888209,0.826927614,-13.96381048,1.434748709,-7.383808345,0.604946,-3.383083218,-3.583324064,-9.062474579,-3.159365266,-4.068543946,-7.052487958,country
-170.8710168,124.8075775,-19.24912549,39.19663529,-3.739182088,15.27863862,-12.95811955,8.522620657,-11.82760547,11.31624158,-13.76940072,3.095904143,-10.0724779,2.891289553,-5.47557451,2.531832628,-9.193980696,1.076441126,-3.570827021,-6.721264937,country
-124.6135537,72.51686764,16.71209076,18.24857609,12.22812669,8.091975419,7.981405199,-0.518587807,2.371370818,-0.560968633,-5.570782504,0.540818398,-5.066661294,-1.160471439,-3.582060675,-3.694043457,-0.17630352,-0.651608098,-4.144267269,-3.994787713,country
-100.9316106,111.6146127,-13.15225668,44.60817006,-5.96324757,29.34346018,-7.963473531,19.59178266,-22.45360455,17.27410261,-17.83426056,11.41173449,-12.45542467,1.652594495,-8.529222746,2.722644517,-7.30424589,4.875378577,-1.212340204,-1.297000835,country
-101.2652311,84.13318911,7.751434688,30.38851086,13.86092489,11.64000504,-0.106021444,-4.936935766,-2.371731426,-1.97612113,-8.188158748,2.827407295,0.548484929,-6.791107644,-4.301821328,-4.566521441,-9.840854444,-5.686798753,-10.40596695,-7.513390617,country
-19.69396735,76.68039543,-4.850458639,32.24992193,7.665463778,17.22637616,-1.467687762,9.143712334,2.716980587,9.115654164,-2.695094492,7.510435547,0.338237248,4.932066481,2.799012356,1.891086499,2.456873764,6.403832372,-3.333978248,6.320505727,country
-199.073429,61.17729101,9.969532576,23.46368809,10.27933348,0.032097719,8.018277621,1.134212483,-4.883883094,9.500578365,-6.351046008,3.856509873,1.624270146,-1.347677005,2.601787503,-3.573480359,1.97581934,2.539130888,1.04918058,-0.970197459,country
-80.2114575,108.1951157,-23.83347073,52.61116396,-6.428964807,15.06901368,-17.64986487,9.736661769,-16.18111271,8.921029391,-15.95985293,8.013533656,-10.70337077,4.577196547,-4.96136255,4.001087138,-9.813264753,2.679477278,-8.189075381,-5.238351872,country
-166.9887192,132.4288928,-17.27645972,46.92749949,-3.634869381,20.93077939,-8.819394101,8.531740847,-15.14260035,8.092311531,-16.94087813,6.639566887,-10.92653011,1.090132638,-6.290490507,-3.638050274,-7.372458838,-2.171457941,-3.85003226,-9.677370109,country
-194.3396232,151.8751525,-3.039476597,29.47302666,9.101601948,5.99288004,3.78986856,3.749822478,-5.870254999,1.606917327,-3.768024897,0.934167531,1.969032705,-2.241316011,3.356363486,3.75911601,-1.137144389,2.228336946,3.378705116,-4.143540308,country
-209.4017624,167.1932047,-20.89391234,36.84110415,10.30135838,3.990476559,-5.66476972,-4.636219613,-6.24304423,-4.180470961,-6.690662058,-3.249286534,-7.967157577,-4.051883127,-4.985048367,-4.494016613,-4.01195104,-6.396609915,-5.908593163,-8.179450111,country
-173.4198574,105.0521104,1.15780612,24.1198401,22.12761945,2.542922255,-1.577488592,0.179003332,-5.322886605,3.811747884,-4.526487946,-4.58343234,-1.560101834,-2.2549191,-3.857652781,-6.457826295,-7.462689829,-5.527275709,-2.189267106,-2.453602368,country
-217.7767255,128.3541695,-7.492324332,39.23494393,-2.527945011,18.15246577,-15.14961019,16.76134807,-15.27025213,4.881346401,-6.504577154,2.890333619,-11.51173971,-0.120731214,-10.62851361,2.258117356,-9.165714509,6.868210091,6.229605619,3.374548021,country
-74.12075883,107.6255564,-21.19075214,47.22899172,-5.969243581,17.80271218,-20.39868821,14.98195103,-15.95595952,15.73728813,-14.6537565,10.67875836,-10.12721412,4.444401987,-7.649356905,6.927958334,-9.008944756,4.164326012,-3.748795269,-3.596658364,country
-109.9602177,134.7539823,-24.02513503,19.39399857,-4.406540103,-4.809254541,-7.805348795,-0.401866944,-5.421153933,-2.954974421,0.785654386,-4.766452644,-0.167434532,-1.694848939,-2.408140926,-1.959992121,-6.936617426,-4.067777398,-1.94800135,-5.786310435,country
-193.7711339,125.5636097,-20.92561845,46.35156947,-2.69072798,12.83355515,-6.609414207,10.73622572,-10.89619045,6.124628952,-9.437888992,5.174320498,-3.655663023,0.327166129,-8.020235576,0.39574151,-6.529124365,1.183831481,0.719213706,-5.20840268,country
-7.974048196,62.72601219,-1.457149373,28.11717374,9.97357606,9.352961174,5.418111041,9.824176404,3.028443869,8.428133028,0.312101021,6.545515927,0.736985587,-1.775277893,0.851125261,2.983987348,-2.765437136,2.823751882,-1.742741774,0.972084127,country
-164.7674239,123.4141971,4.243193567,48.78227256,-5.142331675,22.83590476,-7.802018432,19.29088849,-11.01332633,21.25494036,-9.736805532,5.147073167,-6.144904363,5.406200381,-9.922880869,3.91058781,-7.329804713,1.391600168,-8.836170478,-3.736014079,country
-146.0179698,124.6434686,-17.91716046,49.22839851,-0.175183323,22.7912761,-7.174210084,16.74168271,-9.728214482,15.44006465,-7.620411214,10.91732097,-3.446046491,5.420884239,-4.938008031,5.116789677,-8.052085111,2.638561597,-1.848042952,-3.414517693,country
-101.3807458,120.4459404,-0.36868576,49.02917645,-15.87805041,19.85819884,-13.06594432,18.57038991,-15.6988076,15.24819625,-5.908309054,6.627422574,-10.3545275,7.079460991,-8.211847784,6.197215558,-8.381405594,2.922242286,-6.640623814,-1.317287862,country
-153.8445467,83.67539436,-8.422263353,13.96993688,13.55182362,3.772260633,3.006105901,6.348150188,2.06562401,2.071200303,3.19162933,-0.474770555,-3.024189223,-4.535832753,-5.045158336,-4.922740164,-6.135895607,-1.669468151,0.460618055,-1.55318133,country
-204.6884622,121.9293651,-17.74219823,46.33899113,-1.798660736,17.03456981,-14.7080708,14.67279006,-19.39071177,10.91331285,-13.47643872,1.201496443,-6.209928957,-1.682198632,-8.695933218,-2.513679662,-11.33435248,0.168870674,-7.28717655,-7.504439543,country
-207.2559966,130.942087,-18.49467793,33.30271433,-3.915271066,15.38752737,-6.387580525,2.944073386,-16.78921787,7.092697862,-8.581947379,4.809294272,-12.2436085,-1.022543179,-4.543361951,-6.06912693,-5.536731319,-2.362811852,-6.528752496,-5.895574793,country
-277.0812741,128.2580281,42.43324299,37.70335496,12.77903002,9.593897609,-5.991899426,-7.540514605,-8.031542156,-4.940217255,-6.528776549,-3.623291435,-7.227779846,-7.456974008,-1.575342296,1.391876832,3.080010418,2.513259529,-1.051765951,-2.753358967,country
-302.562904,150.1725702,-3.690358684,26.91664754,-0.260614443,13.52787378,7.249255874,4.219829357,1.772347638,6.559236439,-0.488824993,7.889340081,1.32855326,0.480183595,0.081418419,-3.203777158,-1.829369223,0.876498861,0.578182635,-3.153038338,country
-121.9242432,123.2346851,-8.489554622,51.59783874,-0.088174664,20.40129133,-11.87854134,16.27001113,-11.51260136,11.84251076,-8.078321613,9.12948751,-8.640469749,5.553823524,-5.718521303,3.948733578,-5.467745642,4.974434669,-3.037093966,-3.307522535,country
-186.3760064,135.8649727,5.940287791,45.85114285,-5.759249704,22.77042482,-13.00610453,17.12172814,-13.75449384,9.73342558,-8.365161144,6.650279718,-9.089778937,5.434662169,-6.855442331,1.553921453,-8.565646607,5.448687052,-4.359175186,-4.705237439,country
-69.85575035,124.2044312,-32.46129149,47.68954106,1.406356173,22.61791863,-8.745339482,21.4380803,-15.66443732,15.72787223,-12.43316993,9.575235739,-9.048749739,2.891406892,-3.185133629,5.834329123,-5.611255404,4.158554635,0.116912632,-1.720348122,country
-57.73647386,95.77021531,-10.11716459,40.9803044,13.97751837,-0.986509316,-0.183442844,7.431218351,-3.626954175,9.549538339,-2.939942172,2.432668733,1.996366318,-1.285581294,1.356409247,4.421022323,-6.525969873,-0.03470069,-1.414051047,-3.078824985,country
-265.2565026,138.869507,6.13707407,47.50180512,-2.40258732,21.04157117,4.082595999,17.65696953,-12.03345495,15.49026256,-1.139550674,7.888209173,0.497577473,-0.229722762,-3.869872919,4.064896941,-3.105875433,3.00489555,-1.399380426,-1.497060443,country
-171.2602087,160.5008051,-17.80306503,30.51623299,7.51680643,-8.25494918,-5.669747094,0.135480457,-8.833363243,-2.652846334,0.704586682,-3.783462178,-6.499368617,3.78774942,-5.428369693,-3.074614366,-6.251708041,-1.939457941,-0.83796333,-1.435007148,country
-50.75136914,96.72184932,-24.33227261,66.07989471,-14.68665254,24.39479324,-21.02378621,12.47341728,-18.13691338,13.26979961,-12.80698871,9.802494783,-11.34825722,4.92647514,-7.849888655,5.741871679,-10.30573451,3.733319151,-3.240987117,0.382770404,country
-171.310698,137.3539953,7.962278282,28.54195753,2.709571606,-0.499754535,-2.957585108,-1.158593321,-6.15967881,-2.402455668,-5.855421749,-2.167338399,-5.343605241,-2.781348385,-1.569970335,1.29515339,-3.413138613,-0.895261056,2.632160585,-0.099929293,country
-94.0679363,109.1740326,-11.85089028,41.57426836,-19.47547346,23.83776826,-19.93816877,20.37711765,-17.28631855,16.5872409,-10.20191111,9.394011494,-10.05367928,7.809274851,-15.09360771,3.278123243,-10.46810819,7.546441105,-5.552295957,2.234353193,country
-124.81066,127.378681,-23.37762055,47.36259576,0.567599734,15.99008869,-9.954063671,16.17915437,-16.72751571,6.783773646,-8.187508527,3.202978804,-1.591632126,-2.152463178,-3.521563388,2.209645148,-1.407158861,-1.691463249,-1.027175494,-2.628084106,country
-229.1262964,180.3739556,4.516199331,24.17207692,1.124372081,3.977317146,-5.983783689,1.860910886,-13.13109257,0.005466456,-13.49105785,1.578894051,-13.42264956,-5.703572522,-7.593742815,-9.816355351,-3.769999707,-4.804398462,-4.714165459,-2.955176435,country
-140.9973481,123.8967551,-2.497778168,27.97949019,0.012475808,1.214478743,-11.02203905,-1.371536563,-7.012337387,-6.106548125,-5.1921414,-2.16902081,-4.600427325,-2.332977567,-1.176628277,-3.964876651,-4.23701068,-7.819529638,-1.67424762,-1.085687493,country
-118.2135205,152.9594827,-46.51535271,31.11946264,-17.27974294,6.265601826,-3.661274623,13.03739816,-13.11589459,15.69500655,-13.06741465,5.697542231,-10.69484729,0.998476641,-6.706962977,2.590557407,-9.807666291,0.160858517,-3.450608984,-7.421595022,country
-256.0405404,163.1030224,-22.87617186,26.92853642,15.29812634,-3.501938783,4.223450968,-0.787496736,-9.456696116,1.763629126,-4.418105175,-3.635231986,-4.247663386,-8.107961597,-2.375920733,-5.146824939,-11.16384951,-2.414908294,-0.542759895,-4.782328473,country
-137.8525867,121.5411456,-13.26755958,43.32045215,-10.71376376,17.86034689,-7.939252671,9.093212777,-19.79048558,9.440786385,-19.60281333,6.913174976,-12.54188373,-0.751600187,-9.145261099,1.45554876,-8.299371756,-3.752012525,-6.872332425,-0.479751027,country
-185.4470608,118.4448475,17.8493836,48.89440677,-2.140127615,21.36122078,-8.997418524,20.51494386,-11.41885909,9.272452554,-5.464926244,5.754742679,-2.967759583,3.453357175,-6.071806995,1.250408634,-5.968136894,7.061221568,-2.17911426,4.871661127,country
-131.1165899,103.0021836,-11.52830769,17.74470385,16.96662633,4.438034284,1.297967707,3.419772559,-1.498061075,1.618014352,-7.982593472,-0.824249349,-8.876350082,-3.840768069,-4.485017298,-8.935818443,-6.376889199,-1.508267547,-5.407336263,-8.041374321,country
-91.66023225,115.86564,-30.20729493,52.28284691,-5.02939376,16.95968574,-15.66526809,13.54130449,-12.76992821,15.97210464,-11.97041021,11.06490596,-9.962525706,2.096217886,-7.830179232,5.033545746,-7.304823858,3.047985797,-4.44164154,-2.230761422,country
-199.9696369,109.1066315,-5.542552073,48.15356534,1.213593066,4.593574863,-9.157679498,-1.465701963,-11.66047304,-5.201715835,-11.55382954,4.981245384,-4.97701475,-6.045909972,-0.694289542,-8.536434224,-8.453808116,-7.926131721,-7.603388623,-0.388070286,country
-339.7940486,97.7787976,-9.692497634,51.00365451,7.832216468,11.75606167,0.677921235,2.481286828,-4.785574564,0.193825425,-5.965050556,-2.883339918,-6.157088172,-1.850731346,-5.354363262,-8.309541475,-10.72786612,-7.735629456,-3.439420453,-6.959963771,country
-250.8599582,163.1075795,-3.876160337,30.14798948,5.585968458,7.484711907,4.025408766,-2.112009092,-5.469190533,-1.058677635,-9.987255639,1.815571134,-8.761906592,-7.048016279,-4.219175727,-8.838669652,-7.403172206,-3.300412317,-5.141628393,-9.969669297,country
-118.0139176,74.15629535,8.295459145,15.47661683,6.166327377,8.450164219,4.119843612,5.731504358,-1.960722446,3.161658414,5.048127464,-1.122174161,2.44145093,-1.423065803,-4.742860673,-6.376283678,-5.753703641,-6.265546809,-4.510277504,-1.000420185,country
-200.5527357,119.6748981,-3.610737182,31.94875704,9.960271281,15.30082309,0.645900429,0.237602212,-4.484940281,-2.311618082,-5.25665771,-2.467951085,-6.048295758,-0.800009116,-4.699652645,-11.29313823,-8.870809184,-8.073557793,-3.161044301,0.330750809,country
-51.75267098,70.33190121,-3.919614459,49.74850515,1.585342186,35.70780967,-4.096544657,24.79189576,-9.710883093,22.04486185,-6.118972285,17.18540167,-2.770966132,11.96626583,-1.632751777,6.927689498,-2.915434144,4.917282618,-0.48700854,6.742308559,disco
-40.73497867,86.78800456,-26.9641398,34.94455454,-20.05343452,21.6610028,-23.95759468,19.27123763,-17.53242494,18.04278092,-16.02352623,12.44781206,-13.88300131,6.015138096,-14.2147881,-0.811398389,-14.49167348,-1.227530563,-7.700056355,4.329716833,disco
-62.80619361,77.88428223,3.535205776,26.03022175,5.940565145,11.30460679,11.11518045,-1.967813815,1.832487291,9.176081952,4.06747547,0.984861859,5.618052887,0.688096606,-0.131621144,2.20627208,-1.850217329,-6.809112874,-3.19193662,-3.545320322,disco
-93.28996935,77.8354178,-8.781920527,42.07092172,-11.24812381,24.24549633,-17.91216297,22.23821435,-16.03901629,16.68681557,-15.6632125,15.41256332,-18.12523107,10.21171983,-14.60721651,1.847660112,-11.09033387,1.144884194,-10.55095168,5.191738503,disco
-35.99716271,83.65722136,-2.730971959,32.38839809,9.197382646,4.137623364,0.038881174,11.1124849,-2.892359303,7.907866866,0.619962669,3.647179428,3.7476099,4.071203697,-3.313738992,0.100293396,-3.845878935,-0.507521428,-3.411539063,-0.771697793,disco
-41.30328356,62.79776144,7.327263353,12.13020228,6.364422571,9.271770022,3.095330688,13.86953105,0.168125118,8.081856928,-2.688466257,-7.21840196,-3.246054371,-1.924747802,0.521216368,-3.185652767,-5.548058466,-9.165677667,-10.67425335,-5.97311849,disco
-57.6480025,68.37078903,-15.25580324,23.41275406,14.85542363,13.17397439,2.203635647,12.81874606,0.067310031,12.7838199,0.046486928,3.375381489,0.817871185,1.052532637,0.544644392,2.974120699,2.907062194,4.017478561,0.521899433,1.95510632,disco
-86.01158807,87.53705346,-20.16512791,54.02609089,-1.058383112,19.56263947,-4.087824216,21.03481325,-19.56926623,12.38643738,-22.00994361,9.598553448,-15.9237115,3.978856471,-13.9269228,2.38548724,-7.733723687,3.45179326,-4.154462734,5.921750171,disco
-154.5958517,97.93576592,-10.35871192,39.12873322,-11.21667447,24.11651883,-11.84719713,24.19691186,-13.46162233,20.5552061,-8.331317436,5.867898617,-9.688367401,3.945569396,-8.823022757,3.313492244,-0.300047757,7.596278486,0.658314137,0.809943783,disco
-95.07727939,109.3556693,-30.16245002,16.35874855,20.04082703,11.96373815,3.49346025,6.177649158,5.205004847,8.623978759,0.339750362,0.3834425,0.535004967,-1.805829815,0.977657192,-0.062540838,-3.669396089,-2.134687666,-3.646953971,-4.403471507,disco
-115.1029352,70.42577065,31.23880117,11.17209869,13.06573832,3.872442968,1.811458055,4.972100148,-1.039947047,3.926806989,-1.290564,-0.689343413,-1.076026089,-0.14040241,-2.159174272,-2.31450143,-6.389604741,-5.312094214,-4.996771302,-3.851685143,disco
-105.4854656,79.25296997,-15.20408825,40.82475161,-12.26466825,23.55845213,-19.93746207,27.31730098,-16.51179394,21.53551245,-11.67821033,13.99147577,-10.77183767,9.379286705,-12.22324781,2.072911858,-12.2274983,2.873830949,-4.683137,8.175471426,disco
-70.49725717,90.48752567,-48.09273513,36.68938532,-17.67372568,21.61310548,-30.19233884,24.05111876,-20.45507545,14.48888479,-18.50862263,9.131273593,-12.05221622,6.270957021,-11.56234689,4.915012118,-7.877769154,-0.641307323,-4.358958823,0.198091572,disco
-91.72810789,86.30810771,-17.34473036,43.10225635,-18.39713964,34.05519798,-18.41306763,26.83261185,-13.5581119,20.20935486,-14.62969842,12.66657986,-12.59822297,6.198163417,-10.44574214,7.359323806,-8.053328673,7.112462746,-2.451837403,-0.116443226,disco
-40.04338966,56.207021,23.68022613,31.92444013,2.449711907,2.574106524,-2.477130543,3.092974994,1.882852697,3.353202717,0.003278569,-1.519620081,-2.455496962,-5.071635914,-3.672303165,-7.846543616,-3.037930898,-2.784114026,-7.495252869,-3.630013132,disco
-58.98357187,68.87018322,-8.454389566,3.596255963,5.081637606,3.2854259,13.52564702,-1.374407819,1.666778583,3.715839012,-3.71293163,-0.31137415,-2.834165795,-8.802202033,-4.489740812,-6.410672882,0.460100765,-2.270873703,2.979138272,-0.015528368,disco
-124.1700697,90.16935052,-11.31267943,10.94084187,-1.150862036,-3.754110057,-0.853706813,-3.841037441,-3.708834108,-0.266322205,-5.822969612,-3.430424747,-4.625653527,-4.560271118,-5.487915885,-5.200966284,-4.610353767,-1.811761801,-1.317295662,-1.955884193,disco
-197.1502095,83.36427723,-38.56484678,43.72151826,-7.302151809,25.66604257,-8.644065214,13.40453353,-12.16149391,12.15551495,-12.05515835,10.63619416,-2.403632327,12.01933274,1.372324219,6.768684172,-3.379442963,-1.652923742,0.061477649,1.410523996,disco
-28.90292831,51.97269457,-7.613998564,21.60364808,8.129971882,18.12289793,6.877110794,6.58547723,0.729556942,11.14732863,-1.844652087,1.665568064,-2.625459025,-1.394952442,-3.618973404,0.1946676,-0.502202618,2.493808518,-3.47580138,-0.130350457,disco
-26.54230358,52.04556397,4.177802753,12.85927536,16.73920161,10.13208435,4.474743857,6.326223625,1.156082833,0.64361752,4.610238024,2.143099559,-3.366190368,1.630554853,-1.879814769,-1.0869368,-0.671434403,2.38435102,4.168808299,2.866404431,disco
-14.5571935,65.20376018,-19.87918591,31.51212177,-4.827591941,11.86234205,9.990597003,5.957132762,-3.801478274,9.382819764,-4.385249617,3.340746032,-4.447218598,-1.269843003,-0.839549295,-2.20015969,-4.737130804,-2.617435467,-7.46671871,0.22918962,disco
-68.94266466,63.13087665,-15.85427521,28.00286569,8.183781256,7.321903853,-4.935305279,9.494993537,-0.973764968,-1.603707225,-6.190395358,-3.936929582,-1.169978942,-6.541955861,-6.176915688,-5.04552208,-4.407592611,-5.374967633,-1.652997041,-0.888412812,disco
-118.3362422,114.2313846,-6.77913302,37.39497835,-17.43068044,28.35790404,-23.72197145,9.281991192,-10.43682514,12.62012969,-5.143720128,12.2519977,-3.867650052,4.373957351,-9.246140583,3.47405896,-7.948141873,3.663280087,-6.154120522,2.702670002,disco
-20.46165518,53.70195837,5.950366263,10.16050572,17.06174793,9.539671261,4.607901149,6.398586299,-0.329717956,1.727090859,3.683314669,-0.772570383,-5.88566212,2.321715132,0.366265032,2.746411031,-0.532718457,-1.201476939,0.249273481,-1.271460326,disco
-143.1852824,122.5966779,-23.92658732,28.15140773,-23.69615339,23.0840539,-17.91895777,18.75486498,-18.64006443,18.35948117,-13.91780347,9.735661536,-12.24390372,4.94159631,-8.392462566,5.484512996,-7.87066965,3.943384625,-5.71189191,-0.630856319,disco
-63.62891749,94.4742985,-13.43600514,32.78265127,-13.72400572,26.79035002,-19.40539263,24.66241372,-11.67676947,13.73683158,-9.451601794,8.843125968,-4.986893458,9.224034868,-3.47711134,1.493944415,-8.891731002,0.258529489,-5.460067184,-1.128303132,disco
-98.1288667,92.40461298,2.66394195,19.34096926,3.586645136,-1.764280171,-1.706764847,-3.171678106,-9.09221714,-4.077245719,-5.183195627,-5.485743514,-4.233683519,-3.770910481,-1.715215006,-5.583503157,-4.686110366,-2.70611217,-1.840374835,-3.091555264,disco
-103.9307453,105.8119047,-14.32268162,36.74242822,-10.35155283,16.80663176,-6.822163933,8.14217333,-4.46278761,0.988404477,-10.00276293,0.386530097,-1.706229026,2.96638678,-0.893768622,-3.044753722,-4.437478626,-6.51253742,-8.457413028,-2.77746954,disco
-69.58046304,83.06922776,-16.602585,0.118802593,7.417120568,0.767647771,1.33437989,4.696265955,-1.418734665,3.331047352,-2.875100241,-8.202962962,-5.76560289,-0.263797821,-3.211847316,-1.885080968,4.042078306,3.657032531,1.913667219,3.614050655,disco
-24.67606491,73.73995015,-11.56522158,28.39735973,6.239519017,2.464655289,8.632424942,12.31329139,-4.100419739,13.39423567,1.91462593,-0.975480303,0.606067103,2.366081767,-3.786755403,-0.927254288,-0.881867343,-3.493236911,-0.969886557,0.118534095,disco
-66.5375456,58.31429244,-8.175432028,15.49487164,5.572826677,7.694666794,4.071617846,-3.58376475,-1.323669336,1.607062576,-5.485032592,-3.7359361,-3.238141943,-1.327638645,-3.433793486,-1.188311663,-4.383119896,-3.655099246,-2.085792544,-0.304350194,disco
-109.5597731,104.1442247,-16.21312717,45.37866871,-10.19416684,25.55938162,-17.15815487,22.27779885,-16.84867721,16.53487035,-12.09458543,8.674547919,-8.845429666,5.252254253,-9.294308479,3.454062397,-7.894986884,1.527533901,-4.046119621,-0.106806478,disco
-100.2798533,110.0339464,-26.65983845,36.84093768,-10.42751675,28.79036701,-14.85505228,21.30775256,-19.68821217,18.53756438,-16.40042359,9.171920195,-13.80444113,4.000169337,-10.46818312,2.846586372,-4.323304951,3.173795965,-3.755279885,3.560684778,disco
-77.17616989,89.3686066,-34.23555617,38.68805557,-22.26976005,31.26106649,-16.39042341,22.3465803,-16.01863681,19.28939156,-13.23020285,16.73318622,-10.3923318,11.3842788,-8.552412398,5.729868727,-8.351776688,3.058161773,-7.579854731,2.25418148,disco
-40.69689154,63.95176309,4.908113312,16.34166396,12.09938303,9.339360431,4.541215152,5.188047536,-0.591206033,-0.067976353,2.958957915,-1.479582446,-1.761879034,-2.271379231,-6.127816946,-4.722763108,-4.740885281,-5.762737531,-4.027738258,-5.361263291,disco
-57.77133308,86.53845303,-11.78309253,38.77211877,2.37203779,8.828892273,-1.290888291,9.92676997,-1.656188013,9.841150251,3.018868691,7.530496071,1.719754985,5.663684735,-0.700713672,3.451628743,0.133754665,-0.95849414,-2.63706688,1.655631033,disco
